text,label
"[COMPANY] Exxon Mobil Corporation (XOM)
[NEWS] No recent news available.
[ANALYST] Analyst consensus: 23 Buy, 26 Hold, 3 Sell (52 analysts). No recent rating changes. Consensus: mixed.
[EARNINGS] Earnings in 47 days.
[OPTIONS] Options market: Put/Call ratio 0.65 (bullish). Sentiment: bullish.
[MARKET] Market regime: bullish, low volatility (VIX: 12.7).
[PRICE] Price action: down 3.5% last 7 days (moderate signal). Volume: -0.2% vs average.",0
"[COMPANY] Exxon Mobil Corporation (XOM)
[NEWS] No recent news available.
[ANALYST] Analyst consensus: 23 Buy, 26 Hold, 3 Sell (52 analysts). No recent rating changes. Consensus: mixed.
[EARNINGS] Earnings in 17 days (catalyst window).
[OPTIONS] Options market: Put/Call ratio 0.65 (bullish). Sentiment: bullish.
[MARKET] Market regime: bullish, low volatility (VIX: 13.1).
[PRICE] Price action: up 2.7% last 7 days (moderate signal). Volume: +3.7% vs average.",2
"[COMPANY] Exxon Mobil Corporation (XOM)
[NEWS] No recent news available.
[ANALYST] Analyst consensus: 23 Buy, 26 Hold, 3 Sell (52 analysts). No recent rating changes. Consensus: mixed.
[EARNINGS] Earnings in 77 days.
[OPTIONS] Options market: Put/Call ratio 0.65 (bullish). Sentiment: bullish.
[MARKET] Market regime: neutral, moderate volatility (VIX: 15.2).
[PRICE] Price action: up 0.7% last 7 days (weak signal). Volume: -5.2% vs average.",1
"[COMPANY] Exxon Mobil Corporation (XOM)
[NEWS] No recent news available.
[ANALYST] Analyst consensus: 23 Buy, 26 Hold, 3 Sell (52 analysts). No recent rating changes. Consensus: mixed.
[EARNINGS] Earnings in 46 days.
[OPTIONS] Options market: Put/Call ratio 0.65 (bullish). Sentiment: bullish.
[MARKET] Market regime: neutral, moderate volatility (VIX: 16.6).
[PRICE] Price action: down 3.4% last 7 days (moderate signal). Volume: -13.9% vs average.",0
"[COMPANY] Exxon Mobil Corporation (XOM)
[NEWS] No recent news available.
[ANALYST] Analyst consensus: 23 Buy, 26 Hold, 3 Sell (52 analysts). No recent rating changes. Consensus: mixed.
[EARNINGS] Earnings in 16 days (catalyst window).
[OPTIONS] Options market: Put/Call ratio 0.65 (bullish). Sentiment: bullish.
[MARKET] Market regime: neutral, moderate volatility (VIX: 20.6).
[PRICE] Price action: down 1.4% last 7 days (weak signal). Volume: -3.3% vs average.",2
"[COMPANY] Exxon Mobil Corporation (XOM)
[NEWS] No recent news available.
[ANALYST] Analyst consensus: 23 Buy, 26 Hold, 3 Sell (52 analysts). No recent rating changes. Consensus: mixed.
[EARNINGS] Earnings in 76 days.
[OPTIONS] Options market: Put/Call ratio 0.65 (bullish). Sentiment: bullish.
[MARKET] Market regime: neutral, moderate volatility (VIX: 16.1).
[PRICE] Price action: down 1.5% last 7 days (weak signal). Volume: +12.4% vs average.",1
"[COMPANY] Exxon Mobil Corporation (XOM)
[NEWS] No recent news available.
[ANALYST] Analyst consensus: 23 Buy, 26 Hold, 3 Sell (52 analysts). No recent rating changes. Consensus: mixed.
[EARNINGS] Earnings in 46 days.
[OPTIONS] Options market: Put/Call ratio 0.65 (bullish). Sentiment: bullish.
[MARKET] Market regime: bullish, low volatility (VIX: 13.8).
[PRICE] Price action: down 1.8% last 7 days (weak signal). Volume: +1.6% vs average.",0
"[COMPANY] Johnson & Johnson (JNJ)
[NEWS] 16 news articles published in past 7 days. overall sentiment: mixed. Recent headlines: Want to Get Richer? 3 Best Stocks to Buy Now and Hold Forever; Halozyme (HALO) Down 9.2% on Weak 2023 Financial Guidance; Should You Buy This Promi....
[ANALYST] Analyst consensus: 18 Buy, 16 Hold, 3 Sell (37 analysts). No recent rating changes. Consensus: mixed.
[EARNINGS] Earnings in 8 days (catalyst window).
[OPTIONS] Options market: Put/Call ratio 0.54 (bullish). Sentiment: bullish.
[MARKET] Market regime: neutral, moderate volatility (VIX: 18.4).
[PRICE] Price action: down 1.2% last 7 days (weak signal). Volume: -5.8% vs average.",1
"[COMPANY] Johnson & Johnson (JNJ)
[NEWS] No recent news available.
[ANALYST] Analyst consensus: 18 Buy, 16 Hold, 3 Sell (37 analysts). No recent rating changes. Consensus: mixed.
[EARNINGS] Earnings in 61 days.
[OPTIONS] Options market: Put/Call ratio 0.54 (bullish). Sentiment: bullish.
[MARKET] Market regime: neutral, moderate volatility (VIX: 18.2).
[PRICE] Price action: down 2.6% last 7 days (moderate signal). Volume: +9.3% vs average.",0
"[COMPANY] Johnson & Johnson (JNJ)
[NEWS] No recent news available.
[ANALYST] Analyst consensus: 18 Buy, 16 Hold, 3 Sell (37 analysts). No recent rating changes. Consensus: mixed.
[EARNINGS] Earnings in 33 days.
[OPTIONS] Options market: Put/Call ratio 0.54 (bullish). Sentiment: bullish.
[MARKET] Market regime: bearish, high volatility (VIX: 26.1).
[PRICE] Price action: up 0.9% last 7 days (weak signal). Volume: +9.8% vs average.",0
"[COMPANY] Johnson & Johnson (JNJ)
[NEWS] No recent news available.
[ANALYST] Analyst consensus: 18 Buy, 16 Hold, 3 Sell (37 analysts). No recent rating changes. Consensus: mixed.
[EARNINGS] CATALYST: Earnings in 2 days (imminent volatility).
[OPTIONS] Options market: Put/Call ratio 0.54 (bullish). Sentiment: bullish.
[MARKET] Market regime: neutral, moderate volatility (VIX: 17.1).
[PRICE] Price action: up 0.9% last 7 days (weak signal). Volume: +3.9% vs average.",1
"[COMPANY] Johnson & Johnson (JNJ)
[NEWS] No recent news available.
[ANALYST] Analyst consensus: 18 Buy, 16 Hold, 3 Sell (37 analysts). No recent rating changes. Consensus: mixed.
[EARNINGS] Earnings in 65 days.
[OPTIONS] Options market: Put/Call ratio 0.54 (bullish). Sentiment: bullish.
[MARKET] Market regime: neutral, moderate volatility (VIX: 17.1).
[PRICE] Price action: down 1.7% last 7 days (weak signal). Volume: -7.5% vs average.",1
"[COMPANY] Johnson & Johnson (JNJ)
[NEWS] No recent news available.
[ANALYST] Analyst consensus: 18 Buy, 16 Hold, 3 Sell (37 analysts). No recent rating changes. Consensus: mixed.
[EARNINGS] Earnings in 34 days.
[OPTIONS] Options market: Put/Call ratio 0.54 (bullish). Sentiment: bullish.
[MARKET] Market regime: bullish, low volatility (VIX: 14.5).
[PRICE] Price action: up 2.2% last 7 days (moderate signal). Volume: +3.4% vs average.",1
"[COMPANY] Johnson & Johnson (JNJ)
[NEWS] No recent news available.
[ANALYST] Analyst consensus: 18 Buy, 16 Hold, 3 Sell (37 analysts). No recent rating changes. Consensus: mixed.
[EARNINGS] CATALYST: Earnings in 4 days (approaching high-impact window).
[OPTIONS] Options market: Put/Call ratio 0.54 (bullish). Sentiment: bullish.
[MARKET] Market regime: bullish, low volatility (VIX: 13.3).
[PRICE] Price action: up 0.2% last 7 days (weak signal). Volume: +0.4% vs average.",1
"[COMPANY] Johnson & Johnson (JNJ)
[NEWS] No recent news available.
[ANALYST] Analyst consensus: 18 Buy, 16 Hold, 3 Sell (37 analysts). No recent rating changes. Consensus: mixed.
[EARNINGS] Earnings in 62 days.
[OPTIONS] Options market: Put/Call ratio 0.54 (bullish). Sentiment: bullish.
[MARKET] Market regime: neutral, moderate volatility (VIX: 16.5).
[PRICE] Price action: down 0.1% last 7 days (weak signal). Volume: +25.3% vs average.",2
"[COMPANY] Johnson & Johnson (JNJ)
[NEWS] No recent news available.
[ANALYST] Analyst consensus: 18 Buy, 16 Hold, 3 Sell (37 analysts). No recent rating changes. Consensus: mixed.
[EARNINGS] Earnings in 31 days.
[OPTIONS] Options market: Put/Call ratio 0.54 (bullish). Sentiment: bullish.
[MARKET] Market regime: bullish, low volatility (VIX: 13.8).
[PRICE] Price action: up 0.6% last 7 days (weak signal). Volume: +19.3% vs average.",0
"[COMPANY] Johnson & Johnson (JNJ)
[NEWS] No recent news available.
[ANALYST] Analyst consensus: 18 Buy, 16 Hold, 3 Sell (37 analysts). No recent rating changes. Consensus: mixed.
[EARNINGS] CATALYST: Earnings in 1 days (imminent volatility).
[OPTIONS] Options market: Put/Call ratio 0.54 (bullish). Sentiment: bullish.
[MARKET] Market regime: neutral, moderate volatility (VIX: 19.3).
[PRICE] Price action: down 1.1% last 7 days (weak signal). Volume: +8.5% vs average.",0
"[COMPANY] Johnson & Johnson (JNJ)
[NEWS] No recent news available.
[ANALYST] Analyst consensus: 18 Buy, 16 Hold, 3 Sell (37 analysts). No recent rating changes. Consensus: mixed.
[EARNINGS] Earnings in 68 days.
[OPTIONS] Options market: Put/Call ratio 0.54 (bullish). Sentiment: bullish.
[MARKET] Market regime: bullish, low volatility (VIX: 14.2).
[PRICE] Price action: down 1.0% last 7 days (weak signal). Volume: -0.1% vs average.",0
"[COMPANY] Johnson & Johnson (JNJ)
[NEWS] No recent news available.
[ANALYST] Analyst consensus: 18 Buy, 16 Hold, 3 Sell (37 analysts). No recent rating changes. Consensus: mixed.
[EARNINGS] Earnings in 38 days.
[OPTIONS] Options market: Put/Call ratio 0.54 (bullish). Sentiment: bullish.
[MARKET] Market regime: bullish, low volatility (VIX: 12.3).
[PRICE] Price action: up 0.5% last 7 days (weak signal). Volume: +40.5% vs average.",2
"[COMPANY] Johnson & Johnson (JNJ)
[NEWS] 20 news articles published in past 7 days. overall sentiment: mixed. Recent headlines: 2 Former Warren Buffett Stocks That Stand Out as Stong Buys in 2024; 2 Average Stocks That Could Make You Rich; Johnson & Johnson (JNJ) is Attracti....
[ANALYST] Analyst consensus: 18 Buy, 16 Hold, 3 Sell (37 analysts). No recent rating changes. Consensus: mixed.
[EARNINGS] CATALYST: Earnings in 7 days (approaching high-impact window).
[OPTIONS] Options market: Put/Call ratio 0.54 (bullish). Sentiment: bullish.
[MARKET] Market regime: bullish, low volatility (VIX: 13.3).
[PRICE] Price action: up 0.5% last 7 days (weak signal). Volume: -12.2% vs average.",2
"[COMPANY] Johnson & Johnson (JNJ)
[NEWS] No recent news available.
[ANALYST] Analyst consensus: 18 Buy, 16 Hold, 3 Sell (37 analysts). No recent rating changes. Consensus: mixed.
[EARNINGS] Earnings in 60 days.
[OPTIONS] Options market: Put/Call ratio 0.54 (bullish). Sentiment: bullish.
[MARKET] Market regime: bullish, low volatility (VIX: 14.0).
[PRICE] Price action: up 1.0% last 7 days (weak signal). Volume: +4.6% vs average.",1
"[COMPANY] Johnson & Johnson (JNJ)
[NEWS] No recent news available.
[ANALYST] Analyst consensus: 18 Buy, 16 Hold, 3 Sell (37 analysts). No recent rating changes. Consensus: mixed.
[EARNINGS] Earnings in 31 days.
[OPTIONS] Options market: Put/Call ratio 0.54 (bullish). Sentiment: bullish.
[MARKET] Market regime: bullish, low volatility (VIX: 14.4).
[PRICE] Price action: down 0.8% last 7 days (weak signal). Volume: +19.1% vs average.",1
"[COMPANY] Johnson & Johnson (JNJ)
[NEWS] No recent news available.
[ANALYST] Analyst consensus: 18 Buy, 16 Hold, 3 Sell (37 analysts). No recent rating changes. Consensus: mixed.
[EARNINGS] CATALYST: Earnings today (high volatility).
[OPTIONS] Options market: Put/Call ratio 0.54 (bullish). Sentiment: bullish.
[MARKET] Market regime: neutral, moderate volatility (VIX: 19.2).
[PRICE] Price action: down 2.6% last 7 days (moderate signal). Volume: +11.9% vs average.",1
"[COMPANY] Johnson & Johnson (JNJ)
[NEWS] No recent news available.
[ANALYST] Analyst consensus: 18 Buy, 16 Hold, 3 Sell (37 analysts). No recent rating changes. Consensus: mixed.
[EARNINGS] Earnings in 62 days.
[OPTIONS] Options market: Put/Call ratio 0.54 (bullish). Sentiment: bullish.
[MARKET] Market regime: bullish, low volatility (VIX: 12.4).
[PRICE] Price action: up 2.5% last 7 days (moderate signal). Volume: -1.4% vs average.",1
"[COMPANY] Johnson & Johnson (JNJ)
[NEWS] No recent news available.
[ANALYST] Analyst consensus: 18 Buy, 16 Hold, 3 Sell (37 analysts). No recent rating changes. Consensus: mixed.
[EARNINGS] Earnings in 31 days.
[OPTIONS] Options market: Put/Call ratio 0.54 (bullish). Sentiment: bullish.
[MARKET] Market regime: bullish, low volatility (VIX: 12.7).
[PRICE] Price action: down 1.1% last 7 days (weak signal). Volume: -0.1% vs average.",0
"[COMPANY] Johnson & Johnson (JNJ)
[NEWS] No recent news available.
[ANALYST] Analyst consensus: 18 Buy, 16 Hold, 3 Sell (37 analysts). No recent rating changes. Consensus: mixed.
[EARNINGS] CATALYST: Earnings in 1 days (imminent volatility).
[OPTIONS] Options market: Put/Call ratio 0.54 (bullish). Sentiment: bullish.
[MARKET] Market regime: bullish, low volatility (VIX: 13.1).
[PRICE] Price action: up 2.6% last 7 days (moderate signal). Volume: +3.2% vs average.",1
"[COMPANY] Johnson & Johnson (JNJ)
[NEWS] No recent news available.
[ANALYST] Analyst consensus: 18 Buy, 16 Hold, 3 Sell (37 analysts). No recent rating changes. Consensus: mixed.
[EARNINGS] Earnings in 60 days.
[OPTIONS] Options market: Put/Call ratio 0.54 (bullish). Sentiment: bullish.
[MARKET] Market regime: neutral, moderate volatility (VIX: 15.2).
[PRICE] Price action: down 0.7% last 7 days (weak signal). Volume: +12.2% vs average.",2
"[COMPANY] Johnson & Johnson (JNJ)
[NEWS] No recent news available.
[ANALYST] Analyst consensus: 18 Buy, 16 Hold, 3 Sell (37 analysts). No recent rating changes. Consensus: mixed.
[EARNINGS] Earnings in 29 days.
[OPTIONS] Options market: Put/Call ratio 0.54 (bullish). Sentiment: bullish.
[MARKET] Market regime: neutral, moderate volatility (VIX: 16.6).
[PRICE] Price action: down 0.7% last 7 days (weak signal). Volume: -16.5% vs average.",2
"[COMPANY] Johnson & Johnson (JNJ)
[NEWS] No recent news available.
[ANALYST] Analyst consensus: 18 Buy, 16 Hold, 3 Sell (37 analysts). No recent rating changes. Consensus: mixed.
[EARNINGS] Earnings in 98 days.
[OPTIONS] Options market: Put/Call ratio 0.54 (bullish). Sentiment: bullish.
[MARKET] Market regime: neutral, moderate volatility (VIX: 20.6).
[PRICE] Price action: up 2.8% last 7 days (moderate signal). Volume: +16.5% vs average.",0
"[COMPANY] Johnson & Johnson (JNJ)
[NEWS] No recent news available.
[ANALYST] Analyst consensus: 18 Buy, 16 Hold, 3 Sell (37 analysts). No recent rating changes. Consensus: mixed.
[EARNINGS] Earnings in 67 days.
[OPTIONS] Options market: Put/Call ratio 0.54 (bullish). Sentiment: bullish.
[MARKET] Market regime: neutral, moderate volatility (VIX: 16.1).
[PRICE] Price action: down 0.9% last 7 days (weak signal). Volume: +6.0% vs average.",0
"[COMPANY] Johnson & Johnson (JNJ)
[NEWS] No recent news available.
[ANALYST] Analyst consensus: 18 Buy, 16 Hold, 3 Sell (37 analysts). No recent rating changes. Consensus: mixed.
[EARNINGS] Earnings in 37 days.
[OPTIONS] Options market: Put/Call ratio 0.54 (bullish). Sentiment: bullish.
[MARKET] Market regime: bullish, low volatility (VIX: 13.8).
[PRICE] Price action: down 2.0% last 7 days (weak signal). Volume: +1.8% vs average.",1
"[COMPANY] JPMorgan Chase & Co. (JPM)
[NEWS] 55 news articles published in past 7 days. overall sentiment: mixed. Recent headlines: JPMorgan, Wells Fargo, Bank of America and Citi beat earnings expectations, but worries about headwinds remain; Wall Street Breakfast: What Moved M....
[ANALYST] Analyst consensus: 33 Buy, 25 Hold, 2 Sell (60 analysts). No recent rating changes. Consensus: mixed.
[EARNINGS] Earnings in 88 days.
[OPTIONS] Options market: Put/Call ratio 0.50 (bullish). Sentiment: bullish.
[MARKET] Market regime: neutral, moderate volatility (VIX: 18.4).
[PRICE] Price action: up 4.1% last 7 days (moderate signal). Volume: +15.8% vs average.",2
"[COMPANY] JPMorgan Chase & Co. (JPM)
[NEWS] No recent news available.
[ANALYST] Analyst consensus: 33 Buy, 25 Hold, 2 Sell (60 analysts). No recent rating changes. Consensus: mixed.
[EARNINGS] Earnings in 57 days.
[OPTIONS] Options market: Put/Call ratio 0.50 (bullish). Sentiment: bullish.
[MARKET] Market regime: neutral, moderate volatility (VIX: 18.2).
[PRICE] Price action: up 0.8% last 7 days (weak signal). Volume: +7.3% vs average.",1
"[COMPANY] JPMorgan Chase & Co. (JPM)
[NEWS] No recent news available.
[ANALYST] Analyst consensus: 33 Buy, 25 Hold, 2 Sell (60 analysts). No recent rating changes. Consensus: mixed.
[EARNINGS] Earnings in 29 days.
[OPTIONS] Options market: Put/Call ratio 0.50 (bullish). Sentiment: bullish.
[MARKET] Market regime: bearish, high volatility (VIX: 26.1).
[PRICE] Price action: down 6.9% last 7 days (strong signal). Volume: +18.5% vs average.",1
"[COMPANY] JPMorgan Chase & Co. (JPM)
[NEWS] No recent news available.
[ANALYST] Analyst consensus: 33 Buy, 25 Hold, 2 Sell (60 analysts). No recent rating changes. Consensus: mixed.
[EARNINGS] Earnings in 89 days.
[OPTIONS] Options market: Put/Call ratio 0.50 (bullish). Sentiment: bullish.
[MARKET] Market regime: neutral, moderate volatility (VIX: 17.1).
[PRICE] Price action: up 8.5% last 7 days (strong signal). Volume: +28.9% vs average.",1
"[COMPANY] JPMorgan Chase & Co. (JPM)
[NEWS] No recent news available.
[ANALYST] Analyst consensus: 33 Buy, 25 Hold, 2 Sell (60 analysts). No recent rating changes. Consensus: mixed.
[EARNINGS] Earnings in 59 days.
[OPTIONS] Options market: Put/Call ratio 0.50 (bullish). Sentiment: bullish.
[MARKET] Market regime: neutral, moderate volatility (VIX: 17.1).
[PRICE] Price action: down 1.3% last 7 days (weak signal). Volume: +3.6% vs average.",0
"[COMPANY] JPMorgan Chase & Co. (JPM)
[NEWS] No recent news available.
[ANALYST] Analyst consensus: 33 Buy, 25 Hold, 2 Sell (60 analysts). No recent rating changes. Consensus: mixed.
[EARNINGS] Earnings in 28 days.
[OPTIONS] Options market: Put/Call ratio 0.50 (bullish). Sentiment: bullish.
[MARKET] Market regime: bullish, low volatility (VIX: 14.5).
[PRICE] Price action: up 1.7% last 7 days (weak signal). Volume: +8.0% vs average.",2
"[COMPANY] JPMorgan Chase & Co. (JPM)
[NEWS] No recent news available.
[ANALYST] Analyst consensus: 33 Buy, 25 Hold, 2 Sell (60 analysts). No recent rating changes. Consensus: mixed.
[EARNINGS] Earnings in 89 days.
[OPTIONS] Options market: Put/Call ratio 0.50 (bullish). Sentiment: bullish.
[MARKET] Market regime: bullish, low volatility (VIX: 13.3).
[PRICE] Price action: up 3.2% last 7 days (moderate signal). Volume: +18.1% vs average.",1
"[COMPANY] JPMorgan Chase & Co. (JPM)
[NEWS] No recent news available.
[ANALYST] Analyst consensus: 33 Buy, 25 Hold, 2 Sell (60 analysts). No recent rating changes. Consensus: mixed.
[EARNINGS] Earnings in 58 days.
[OPTIONS] Options market: Put/Call ratio 0.50 (bullish). Sentiment: bullish.
[MARKET] Market regime: neutral, moderate volatility (VIX: 16.5).
[PRICE] Price action: down 3.2% last 7 days (moderate signal). Volume: -0.9% vs average.",1
"[COMPANY] JPMorgan Chase & Co. (JPM)
[NEWS] No recent news available.
[ANALYST] Analyst consensus: 33 Buy, 25 Hold, 2 Sell (60 analysts). No recent rating changes. Consensus: mixed.
[EARNINGS] Earnings in 27 days.
[OPTIONS] Options market: Put/Call ratio 0.50 (bullish). Sentiment: bullish.
[MARKET] Market regime: bullish, low volatility (VIX: 13.8).
[PRICE] Price action: up 3.5% last 7 days (moderate signal). Volume: +26.3% vs average.",0
"[COMPANY] JPMorgan Chase & Co. (JPM)
[NEWS] No recent news available.
[ANALYST] Analyst consensus: 33 Buy, 25 Hold, 2 Sell (60 analysts). No recent rating changes. Consensus: mixed.
[EARNINGS] Earnings in 88 days.
[OPTIONS] Options market: Put/Call ratio 0.50 (bullish). Sentiment: bullish.
[MARKET] Market regime: neutral, moderate volatility (VIX: 19.3).
[PRICE] Price action: up 2.2% last 7 days (moderate signal). Volume: +21.2% vs average.",0
"[COMPANY] JPMorgan Chase & Co. (JPM)
[NEWS] No recent news available.
[ANALYST] Analyst consensus: 33 Buy, 25 Hold, 2 Sell (60 analysts). No recent rating changes. Consensus: mixed.
[EARNINGS] Earnings in 57 days.
[OPTIONS] Options market: Put/Call ratio 0.50 (bullish). Sentiment: bullish.
[MARKET] Market regime: bullish, low volatility (VIX: 14.2).
[PRICE] Price action: up 3.5% last 7 days (moderate signal). Volume: +2.8% vs average.",0
"[COMPANY] JPMorgan Chase & Co. (JPM)
[NEWS] No recent news available.
[ANALYST] Analyst consensus: 33 Buy, 25 Hold, 2 Sell (60 analysts). No recent rating changes. Consensus: mixed.
[EARNINGS] Earnings in 27 days.
[OPTIONS] Options market: Put/Call ratio 0.50 (bullish). Sentiment: bullish.
[MARKET] Market regime: bullish, low volatility (VIX: 12.3).
[PRICE] Price action: up 4.2% last 7 days (moderate signal). Volume: +28.7% vs average.",2
"[COMPANY] JPMorgan Chase & Co. (JPM)
[NEWS] 58 news articles published in past 7 days. overall sentiment: mixed. Recent headlines: ‘The consumer is fine,’ says a key JPMorgan exec; Breaking Down Early Q4 Earnings Results; JPMorgan Chase posts record yearly profit as 4th quarter....
[ANALYST] No analyst coverage.
[EARNINGS] No upcoming earnings in next 90 days.
[OPTIONS] Options market: Put/Call ratio 0.50 (bullish). Sentiment: bullish.
[MARKET] Market regime: bullish, low volatility (VIX: 13.3).
[PRICE] Price action: down 1.7% last 7 days (weak signal). Volume: +10.0% vs average.",2
"[COMPANY] JPM (JPM)
[NEWS] No recent news available.
[ANALYST] No analyst coverage.
[EARNINGS] No upcoming earnings in next 90 days.
[OPTIONS] Options market: Put/Call ratio 0.50 (bullish). Sentiment: bullish.
[MARKET] Market regime: bullish, low volatility (VIX: 14.0).
[PRICE] Price action: up 2.9% last 7 days (moderate signal). Volume: +7.3% vs average.",2
"[COMPANY] JPM (JPM)
[NEWS] No recent news available.
[ANALYST] No analyst coverage.
[EARNINGS] No upcoming earnings in next 90 days.
[OPTIONS] Options market: Put/Call ratio 0.50 (bullish). Sentiment: bullish.
[MARKET] Market regime: bullish, low volatility (VIX: 14.4).
[PRICE] Price action: up 1.1% last 7 days (weak signal). Volume: +33.4% vs average.",2
"[COMPANY] JPM (JPM)
[NEWS] No recent news available.
[ANALYST] No analyst coverage.
[EARNINGS] No upcoming earnings in next 90 days.
[OPTIONS] Options market: Put/Call ratio 0.50 (bullish). Sentiment: bullish.
[MARKET] Market regime: neutral, moderate volatility (VIX: 19.2).
[PRICE] Price action: down 7.9% last 7 days (strong signal). Volume: +42.0% vs average.",1
"[COMPANY] JPM (JPM)
[NEWS] No recent news available.
[ANALYST] No analyst coverage.
[EARNINGS] No upcoming earnings in next 90 days.
[OPTIONS] Options market: Put/Call ratio 0.50 (bullish). Sentiment: bullish.
[MARKET] Market regime: bullish, low volatility (VIX: 12.4).
[PRICE] Price action: up 3.3% last 7 days (moderate signal). Volume: -1.5% vs average.",2
"[COMPANY] JPM (JPM)
[NEWS] No recent news available.
[ANALYST] No analyst coverage.
[EARNINGS] No upcoming earnings in next 90 days.
[OPTIONS] Options market: Put/Call ratio 0.50 (bullish). Sentiment: bullish.
[MARKET] Market regime: bullish, low volatility (VIX: 12.7).
[PRICE] Price action: down 2.9% last 7 days (moderate signal). Volume: +8.0% vs average.",1
"[COMPANY] JPM (JPM)
[NEWS] No recent news available.
[ANALYST] No analyst coverage.
[EARNINGS] No upcoming earnings in next 90 days.
[OPTIONS] Options market: Put/Call ratio 0.50 (bullish). Sentiment: bullish.
[MARKET] Market regime: bullish, low volatility (VIX: 13.1).
[PRICE] Price action: up 2.4% last 7 days (moderate signal). Volume: +17.1% vs average.",2
"[COMPANY] JPM (JPM)
[NEWS] No recent news available.
[ANALYST] No analyst coverage.
[EARNINGS] No upcoming earnings in next 90 days.
[OPTIONS] Options market: Put/Call ratio 0.50 (bullish). Sentiment: bullish.
[MARKET] Market regime: neutral, moderate volatility (VIX: 15.2).
[PRICE] Price action: up 3.7% last 7 days (moderate signal). Volume: +0.4% vs average.",0
"[COMPANY] JPM (JPM)
[NEWS] No recent news available.
[ANALYST] No analyst coverage.
[EARNINGS] No upcoming earnings in next 90 days.
[OPTIONS] Options market: Put/Call ratio 0.50 (bullish). Sentiment: bullish.
[MARKET] Market regime: neutral, moderate volatility (VIX: 16.6).
[PRICE] Price action: down 5.8% last 7 days (strong signal). Volume: -21.9% vs average.",1
"[COMPANY] JPM (JPM)
[NEWS] No recent news available.
[ANALYST] No analyst coverage.
[EARNINGS] No upcoming earnings in next 90 days.
[OPTIONS] Options market: Put/Call ratio 0.50 (bullish). Sentiment: bullish.
[MARKET] Market regime: neutral, moderate volatility (VIX: 20.6).
[PRICE] Price action: up 5.5% last 7 days (strong signal). Volume: +27.2% vs average.",1
"[COMPANY] JPM (JPM)
[NEWS] No recent news available.
[ANALYST] No analyst coverage.
[EARNINGS] No upcoming earnings in next 90 days.
[OPTIONS] Options market: Put/Call ratio 0.50 (bullish). Sentiment: bullish.
[MARKET] Market regime: neutral, moderate volatility (VIX: 16.1).
[PRICE] Price action: up 3.5% last 7 days (moderate signal). Volume: +13.3% vs average.",1
"[COMPANY] JPM (JPM)
[NEWS] No recent news available.
[ANALYST] No analyst coverage.
[EARNINGS] No upcoming earnings in next 90 days.
[OPTIONS] Options market: Put/Call ratio 0.50 (bullish). Sentiment: bullish.
[MARKET] Market regime: bullish, low volatility (VIX: 13.8).
[PRICE] Price action: down 1.6% last 7 days (weak signal). Volume: +0.2% vs average.",1
"[COMPANY] V (V)
[NEWS] 14 news articles published in past 7 days. overall sentiment: mixed. Recent headlines: 3 Great Growth Stocks to Buy in 2023 and Hold for the Next Decade; Tesla is a 'soft-landing' stock, says Goldman Sachs. Here are its picks for a ge....
[ANALYST] Analyst consensus: 6 Buy, 5 Hold, 1 Sell (12 analysts). No recent rating changes. Consensus: mixed.
[EARNINGS] No upcoming earnings in next 90 days.
[OPTIONS] Options market: Put/Call ratio 0.83 (neutral). Sentiment: neutral.
[MARKET] Market regime: neutral, moderate volatility (VIX: 18.4).
[PRICE] Price action: up 2.0% last 7 days (moderate signal). Volume: -25.2% vs average.",2
"[COMPANY] V (V)
[NEWS] No recent news available.
[ANALYST] Analyst consensus: 6 Buy, 5 Hold, 1 Sell (12 analysts). No recent rating changes. Consensus: mixed.
[EARNINGS] No upcoming earnings in next 90 days.
[OPTIONS] Options market: Put/Call ratio 0.83 (neutral). Sentiment: neutral.
[MARKET] Market regime: neutral, moderate volatility (VIX: 18.2).
[PRICE] Price action: down 0.6% last 7 days (weak signal). Volume: -1.9% vs average.",2
"[COMPANY] V (V)
[NEWS] No recent news available.
[ANALYST] Analyst consensus: 6 Buy, 5 Hold, 1 Sell (12 analysts). No recent rating changes. Consensus: mixed.
[EARNINGS] No upcoming earnings in next 90 days.
[OPTIONS] Options market: Put/Call ratio 0.83 (neutral). Sentiment: neutral.
[MARKET] Market regime: bearish, high volatility (VIX: 26.1).
[PRICE] Price action: down 2.6% last 7 days (moderate signal). Volume: +18.6% vs average.",1
"[COMPANY] V (V)
[NEWS] No recent news available.
[ANALYST] Analyst consensus: 6 Buy, 5 Hold, 1 Sell (12 analysts). No recent rating changes. Consensus: mixed.
[EARNINGS] No upcoming earnings in next 90 days.
[OPTIONS] Options market: Put/Call ratio 0.83 (neutral). Sentiment: neutral.
[MARKET] Market regime: neutral, moderate volatility (VIX: 17.1).
[PRICE] Price action: up 3.4% last 7 days (moderate signal). Volume: +16.2% vs average.",2
"[COMPANY] V (V)
[NEWS] No recent news available.
[ANALYST] Analyst consensus: 6 Buy, 5 Hold, 1 Sell (12 analysts). No recent rating changes. Consensus: mixed.
[EARNINGS] No upcoming earnings in next 90 days.
[OPTIONS] Options market: Put/Call ratio 0.83 (neutral). Sentiment: neutral.
[MARKET] Market regime: neutral, moderate volatility (VIX: 17.1).
[PRICE] Price action: up 0.2% last 7 days (weak signal). Volume: -10.8% vs average.",0
